Precinct	total_votes	votes|Richard J. Durbin	votes|Mark C. Curran Jr.	votes|Willie L. Wilson	votes|David F. Black	votes|Danny Malouf
23010	533	407	80	30	10	6
23011	534	448	54	17	5	10
23012	513	216	205	79	4	9
23013	443	372	45	12	5	9
23014	463	248	161	47	2	5
23015	430	355	40	23	6	6
23016	476	244	172	54	3	3
23017	371	295	41	27	3	5
23018	429	239	138	48	3	1
23019	400	318	46	24	6	6
23020	329	263	36	22	5	3
23021	458	222	173	55	2	6
23022	491	281	155	41	8	6
23023	449	261	137	43	4	4
23024	410	326	53	25	2	4
23025	415	309	71	28	5	2
23026	458	337	93	22	4	2
23027	442	220	154	58	4	6
23028	526	272	184	62	2	6
23029	407	243	118	38	2	6
23030	546	411	90	32	8	5
23031	420	334	52	17	12	5
23032	441	363	36	29	5	8
23033	518	424	52	26	8	8
23034	518	418	50	32	12	6
23035	374	195	146	28	2	3
23036	472	230	184	50	4	4
23037	521	246	212	53	3	7
23038	438	256	130	45	6	1
23039	504	426	43	27	6	2
24001	365	269	2	90	4	0
24002	395	260	6	122	6	1
24003	477	361	8	98	4	6
24004	335	246	3	84	2	0
24005	229	171	4	52	1	1
24006	400	287	4	104	3	2
24007	284	240	10	23	6	5
24008	197	144	6	45	1	1
24009	396	302	13	74	5	2
24010	192	152	4	31	2	3
24011	472	344	13	106	6	3
24012	255	184	7	63	1	0
24013	243	163	5	69	2	4
24014	370	268	10	88	3	1
24015	221	158	3	59	1	0
24016	1113	696	95	258	34	30
24017	298	205	5	85	2	1
24018	406	313	3	85	4	1
24019	465	331	8	120	4	2
24020	343	253	4	83	2	1
24021	212	143	2	61	4	2
24022	491	332	4	145	6	4
24023	350	243	12	89	3	3
24024	447	307	8	127	2	3
24025	320	244	4	70	1	1
24026	584	449	11	121	3	0
24027	396	296	2	94	2	2
24028	255	181	6	65	3	0
24029	296	221	3	67	4	1
24030	245	181	6	54	3	1
24031	439	320	8	103	7	1
24032	208	147	3	53	4	1
24033	258	185	9	63	1	0
24034	402	274	8	116	3	1
24035	411	281	4	119	4	3
24036	446	324	11	108	2	1
24037	226	169	4	50	2	1
24038	304	230	11	60	1	2
24039	407	294	25	79	7	2
24040	490	355	8	121	6	0
24041	278	203	6	67	2	0
25001	479	406	37	18	11	7
25002	716	600	40	30	31	15
25003	1111	835	226	25	12	13
25004	476	352	43	72	3	6
25005	622	508	56	45	6	7
25006	228	165	50	8	1	4
25007	623	537	37	26	15	8
25008	678	588	31	29	20	10
25009	595	499	31	36	21	8
25010	909	680	182	30	5	12
25011	625	514	51	33	17	10
25012	552	443	55	33	11	10
25013	706	609	37	35	17	8
25014	483	376	71	21	11	4
25015	520	418	45	35	16	6
25016	1131	769	322	18	7	15
25017	647	536	54	34	13	10
25018	394	271	80	30	6	7
25019	635	543	35	34	20	3
25020	373	268	12	85	7	1
25021	1192	948	165	26	22	31
25022	594	513	32	21	19	9
25023	675	569	46	28	19	13
25024	602	505	28	32	25	12
25025	550	385	110	41	4	10
25026	580	489	43	19	17	12
25027	843	651	150	18	9	15
25028	624	528	35	31	19	11
25029	480	364	22	86	2	6
25030	592	459	47	53	22	11
25031	1288	923	317	21	6	21
25032	539	416	79	24	13	7
26001	504	420	45	12	19	8
26002	401	312	42	32	13	2
26003	580	465	70	20	16	9
26004	348	254	31	45	9	9
26005	412	342	22	37	8	3
26006	402	336	27	25	8	6
26007	432	374	32	16	8	2
26008	298	231	32	20	10	5
26009	388	314	30	31	9	4
26010	460	369	42	28	12	9
26011	440	341	52	30	10	7
26012	482	400	37	33	7	5
26013	286	225	16	27	11	7
26014	379	310	26	32	6	5
26015	318	240	44	23	7	4
26016	263	206	34	21	1	1
26017	427	291	90	32	7	7
26018	336	266	36	21	11	2
26019	302	236	22	37	6	1
26020	429	337	39	37	9	7
26021	541	457	36	32	11	5
26022	276	222	34	15	3	2
26023	351	305	32	7	4	3
26024	388	322	30	23	8	5
26025	387	322	30	18	13	4
26026	333	278	23	19	9	4
26027	521	423	45	31	16	6
26028	600	485	80	17	13	5
26029	253	199	27	19	5	3
26030	384	333	21	16	11	3
26031	227	171	26	21	5	4
26032	572	455	81	24	4	8
26033	546	466	41	24	6	9
26034	502	429	44	17	7	5
26035	413	339	25	31	14	4
26036	477	380	64	21	9	3
26037	485	411	24	31	12	7
26038	261	206	33	15	5	2
26039	545	432	67	18	12	16
26040	310	241	35	19	12	3
26041	493	399	37	39	16	2
26042	370	315	26	19	8	2
26043	284	255	16	8	5	0
26044	255	218	20	12	3	2
26045	238	178	22	30	5	3
26046	377	259	87	23	3	5
26047	348	277	32	28	5	6
26048	484	409	29	19	18	9
26049	307	251	32	16	4	4
27001	1339	998	280	26	14	21
27002	613	428	97	73	9	6
27003	273	204	4	62	2	1
27004	285	205	15	58	5	2
27005	429	320	21	80	5	3
27006	677	475	122	67	7	6
27007	816	692	79	23	9	13
27008	411	307	22	78	2	2
27009	312	218	81	7	1	5
27010	474	331	15	125	2	1
27011	729	534	151	20	5	19
27012	500	366	117	9	1	7
27013	739	591	51	79	7	11
27014	259	174	10	67	6	2
27015	279	215	4	53	5	2
27016	688	505	152	17	4	10
27017	534	390	42	87	10	5
27018	364	275	15	64	5	5
27019	273	203	20	45	3	2
27020	402	318	7	72	5	0
27021	577	435	122	14	4	2
27022	254	195	3	54	2	0
27023	361	266	7	85	1	2
27024	345	268	15	56	5	1
27025	498	373	37	73	7	8
27026	354	264	12	69	7	2
27027	681	489	46	126	11	9
27028	815	522	227	38	7	21
27029	331	237	23	64	1	6
27030	245	179	8	53	5	0
27031	393	276	12	92	9	4
27032	487	359	35	78	8	7
27033	798	601	125	50	11	11
27034	344	270	7	64	1	2
27035	727	558	133	12	18	6
27036	357	267	11	66	9	4
27037	627	468	96	50	7	6
27038	757	546	127	72	5	7
27039	360	261	17	80	1	1
27040	839	613	157	41	11	17
27041	428	313	9	102	1	3
27042	403	288	72	33	1	9
27043	391	294	11	78	8	0
27044	362	270	10	74	4	4
27045	1768	1309	386	34	9	30
27046	527	359	148	11	4	5
27047	360	261	19	67	8	5
27048	1117	820	172	93	17	15
27049	354	260	11	74	7	2
27050	485	331	13	132	8	1
28001	305	233	11	57	3	1
28002	372	271	13	75	10	3
28003	306	218	6	76	2	4
28004	462	362	65	20	6	9
28005	273	221	14	34	2	2
28006	240	198	22	17	3	0
28007	415	301	4	109	1	0
28008	678	533	113	20	6	6
28009	394	298	5	84	2	5
28010	592	449	69	59	10	5
28011	950	762	68	97	13	10
28012	370	272	6	87	4	1
28013	499	328	11	153	4	3
28014	390	292	6	88	2	2
28015	82	53	1	27	0	1
28016	259	194	4	57	2	2
28017	334	246	5	80	2	1
28018	336	248	10	76	1	1
28019	359	296	32	23	4	4
28020	329	235	9	73	8	4
28021	313	234	7	66	3	3
28022	386	308	10	61	3	4
28023	512	380	9	114	8	1
28024	344	243	16	77	4	4
28025	588	427	15	130	13	3
28026	391	286	1	100	3	1
28027	477	332	105	22	8	10
28028	579	432	104	26	13	4
28029	218	148	7	60	2	1
28030	57	45	0	11	0	1
28031	505	341	13	142	4	5
28032	386	293	7	82	4	0
28033	429	321	6	97	1	4
28034	714	537	16	141	10	10
28035	476	338	9	119	4	6
28036	213	156	3	53	0	1
28037	457	347	9	95	2	4
28038	149	109	7	31	1	1
28039	313	232	10	69	2	0
28040	500	394	11	91	1	3
28041	271	219	5	44	2	1
28042	413	287	8	114	3	1
28043	520	385	4	122	1	8
28044	297	223	6	66	2	0
28045	659	507	105	20	9	18
28046	808	594	101	84	19	10
29001	676	507	85	74	4	6
29002	641	497	11	127	2	4
29003	531	421	11	95	3	1
29004	576	442	19	105	6	4
29005	396	294	7	90	4	1
29006	380	281	4	93	1	1
29007	518	388	42	82	3	3
29008	469	324	7	121	8	9
29009	558	366	91	91	9	1
29010	645	485	80	68	4	8
29011	283	213	4	60	2	4
29012	576	438	18	112	2	6
29013	499	359	16	118	3	3
29014	428	331	1	92	4	0
29015	526	407	12	101	4	2
29016	467	366	14	84	3	0
29017	456	352	7	90	6	1
29018	484	369	12	95	6	2
29019	488	374	12	98	3	1
29020	503	357	12	127	3	4
29021	682	500	14	155	5	8
29022	413	303	20	85	4	1
29023	617	421	129	57	8	2
29024	461	368	13	75	4	1
29025	538	418	11	105	1	3
29026	460	357	19	81	2	1
29027	430	345	8	75	1	1
29028	605	445	5	147	7	1
29029	662	406	185	58	10	3
29030	699	531	75	85	4	4
29031	615	319	233	49	3	11
29032	615	345	194	58	12	6
29033	350	268	9	66	6	1
29034	369	284	27	56	2	0
29035	366	285	5	70	2	4
29036	411	311	8	84	2	6
29037	454	301	12	133	6	2
29038	642	446	130	49	12	5
29039	622	401	155	55	6	5
29040	539	419	9	109	1	1
29041	416	312	9	88	4	3
29042	546	399	10	128	6	3
29043	618	474	53	77	6	8
29044	634	472	19	135	4	4
30001	630	470	102	38	11	9
30002	618	436	124	49	5	4
30003	450	362	59	5	10	14
30004	581	402	135	32	6	6
30005	444	351	58	30	4	1
30006	468	366	72	21	1	8
30007	621	482	86	33	11	9
30008	674	536	87	25	22	4
30009	522	373	101	31	10	7
30010	626	471	98	43	8	6
30011	566	444	63	46	8	5
30012	547	402	94	30	12	9
30013	570	412	103	39	9	7
30014	444	337	58	34	8	7
30015	504	386	80	21	10	7
30016	338	247	66	17	6	2
30017	596	428	120	31	7	10
30018	692	581	62	24	17	8
30019	584	455	74	47	4	4
30020	632	477	97	44	6	8
30021	439	292	107	30	6	4
30022	814	680	80	22	14	18
30023	704	566	89	22	14	13
30024	833	683	89	32	17	12
30025	833	663	94	44	21	11
30026	366	276	64	17	5	4
30027	422	322	79	19	1	1
30028	566	477	60	18	6	5
30029	406	318	52	28	3	5
30030	249	207	27	8	6	1
30031	375	281	56	30	6	2
30032	476	395	54	17	6	4
31001	369	284	41	29	9	6
31002	331	278	31	14	6	2
31003	390	285	76	22	5	2
31004	484	405	38	27	11	3
31005	396	301	47	32	7	9
31006	277	223	37	14	1	2
31007	562	487	39	20	10	6
31008	342	263	46	22	6	5
31009	419	330	67	10	11	1
31010	444	372	38	24	4	6
31011	346	261	62	17	4	2
31012	349	244	77	17	5	6
31013	427	349	49	15	8	6
31014	379	295	51	21	9	3
31015	399	283	69	32	11	4
31016	458	381	41	23	8	5
31017	367	279	54	23	8	3
31018	366	291	48	17	6	4
31019	355	268	66	14	3	4
31020	346	264	52	16	9	5
31021	348	273	47	22	4	2
31022	341	297	21	10	8	5
31023	410	312	56	32	6	4
31024	405	326	43	26	6	4
31025	377	284	66	21	1	5
31026	413	319	71	18	5	0
31027	433	324	71	27	3	8
31028	335	253	46	29	4	3
31029	372	288	40	33	4	7
31030	314	263	31	9	7	4
31031	343	253	68	15	1	6
31032	320	251	46	13	6	4
31033	383	291	52	25	9	6
31034	401	302	63	19	10	7
31035	457	358	59	27	9	4
31036	409	308	58	29	10	4
31037	378	311	41	21	1	4
31038	354	288	34	20	7	5
31039	441	363	38	23	9	8
31040	445	366	36	22	13	8
31041	367	283	50	21	10	3
32001	906	708	134	36	16	12
32002	830	652	141	17	4	16
32003	749	641	61	25	15	7
32004	685	559	94	11	13	8
32005	778	666	88	12	7	5
32006	882	748	96	21	5	12
32007	856	693	128	14	7	14
32008	969	707	209	28	10	15
32009	775	609	118	22	13	13
32010	861	631	171	33	8	18
32011	624	542	46	15	14	7
32012	492	432	25	23	11	1
32013	866	648	184	12	8	14
32014	743	652	51	12	12	16
32015	708	544	136	12	6	10
32016	717	582	105	13	6	11
32017	673	579	49	19	17	9
32018	742	538	176	13	8	7
32019	713	571	106	14	15	7
32020	655	592	33	16	10	4
32021	744	594	120	13	10	7
32022	825	721	61	16	19	8
32023	787	622	145	4	6	10
32024	687	470	184	13	7	13
32025	726	590	106	13	8	9
32026	714	619	64	17	11	3
32027	830	592	206	17	3	12
32028	686	595	57	15	12	7
32029	762	651	72	19	12	8
32030	800	601	182	10	3	4
32031	804	607	160	15	5	17
32032	857	698	121	15	7	16
32033	742	558	133	26	10	15
32034	825	684	98	21	9	13
32035	757	584	146	13	8	6
32036	811	647	141	5	6	12
32037	871	676	142	24	12	17
32038	776	596	146	21	6	7
32039	909	651	230	17	3	8
32040	776	609	136	12	11	8
32041	811	612	161	14	8	16
32042	741	559	149	13	7	13
32043	632	530	65	14	10	13
33001	745	634	75	26	7	3
33002	1013	792	142	40	27	12
33003	988	836	91	24	25	12
33004	971	783	123	26	28	11
33005	727	572	100	31	15	9
33006	644	525	67	36	10	6
33007	764	640	77	25	13	9
33008	892	743	94	24	22	9
33009	807	629	122	27	15	14
33010	635	505	86	27	12	5
33011	743	602	92	23	17	9
33012	741	583	85	33	25	15
33013	686	577	73	19	11	6
33014	352	292	39	9	10	2
33015	730	614	65	30	9	12
33016	1009	803	120	50	26	10
33017	754	592	101	33	19	9
33018	1053	858	107	38	38	12
33019	886	703	118	29	23	13
33020	903	769	78	22	26	8
33021	741	628	67	18	18	10
33022	681	530	94	37	14	6
33023	791	664	87	18	17	5
33024	864	717	97	27	14	9
33025	864	702	102	35	17	8
33026	559	486	40	13	16	4
33027	857	682	112	28	19	16
33028	649	556	49	18	13	13
34001	484	386	4	89	3	2
34002	396	296	6	89	3	2
34003	453	346	4	99	3	1
34004	341	248	6	82	2	3
34005	410	326	6	72	3	3
34006	515	377	14	121	3	0
34007	494	379	2	107	3	3
34008	397	307	6	82	2	0
34009	316	241	6	69	0	0
34010	461	373	5	76	5	2
34011	398	292	8	95	3	0
34012	481	383	8	88	1	1
34013	457	340	9	101	6	1
34014	368	286	9	70	2	1
34015	423	314	5	96	6	2
34016	401	317	1	83	0	0
34017	560	433	6	114	5	2
34018	324	234	7	80	2	1
34019	516	409	12	90	4	1
34020	491	377	6	102	5	1
34021	517	422	6	84	4	1
34022	448	343	1	99	3	2
34023	376	290	2	83	1	0
34024	394	279	4	106	3	2
34025	678	522	4	143	6	3
34026	516	429	4	79	3	1
34027	381	290	8	79	1	3
34028	299	228	4	65	1	1
34029	377	298	3	74	1	1
34030	421	330	13	71	6	1
34031	368	261	3	95	6	3
34032	448	352	6	88	2	0
34033	379	288	4	85	1	1
34034	510	390	9	106	5	0
34035	559	428	8	115	8	0
34036	385	301	5	77	2	0
34037	256	194	7	51	3	1
34038	231	156	9	61	3	2
34039	339	253	4	76	3	3
34040	512	419	1	88	3	1
34041	283	221	3	55	3	1
34042	440	356	3	78	2	1
34043	391	310	2	77	2	0
34044	441	342	4	93	2	0
34045	452	367	5	75	3	2
34046	302	252	0	49	1	0
34047	409	332	4	70	0	3
34048	450	364	5	78	3	0
34049	420	314	1	101	3	1
34050	375	291	3	74	6	1
34051	478	369	6	101	2	0
34052	344	273	2	66	3	0
34053	311	226	4	77	1	3
35001	660	555	59	25	15	6
35002	618	513	61	26	17	1
35003	555	448	59	29	11	8
35004	613	472	82	37	16	6
35005	541	456	48	22	9	6
35006	630	553	43	13	8	13
35007	644	555	37	19	23	10
35008	616	523	44	21	19	9
35009	616	485	87	29	13	2
35010	708	632	40	16	15	5
35011	714	602	66	22	12	12
35012	451	354	53	24	11	9
35013	475	377	47	39	5	7
35014	509	420	53	15	16	5
35015	734	631	49	23	14	17
35016	367	297	38	22	7	3
35017	644	544	48	27	19	6
35018	420	338	45	28	6	3
35019	419	320	53	37	7	2
35020	633	531	56	27	14	5
35021	624	539	40	22	16	7
35022	745	629	63	28	14	11
35023	643	514	81	22	19	7
35024	557	471	41	26	10	9
35025	633	534	56	20	13	10
35026	530	417	77	22	9	5
35027	573	479	57	22	6	9
35028	595	508	46	20	10	11
35029	624	486	90	27	15	6
35030	614	488	74	30	11	11
35031	663	534	83	23	13	10
36001	526	395	88	29	6	8
36002	526	410	47	50	10	9
36003	461	351	66	39	4	1
36004	564	434	67	56	5	2
36005	456	351	51	45	8	1
36006	486	362	75	34	8	7
36007	623	357	204	50	8	4
36008	441	353	48	22	9	9
36009	511	385	72	38	9	7
36010	685	493	144	31	9	8
36011	382	295	61	19	5	2
36012	365	284	56	13	8	4
36013	398	319	43	26	5	5
36014	590	423	119	32	10	6
36015	565	384	142	30	2	7
36016	542	386	103	38	10	5
36017	656	457	135	46	8	10
36018	598	405	131	48	4	10
36019	664	498	110	45	8	3
36020	611	416	141	36	8	10
36021	480	373	63	32	8	4
36022	464	370	52	35	5	2
36023	481	377	65	26	9	4
36024	647	442	142	50	8	5
36025	536	424	63	33	10	6
36026	542	321	169	44	5	3
36027	490	367	73	37	10	3
36028	560	346	157	38	13	6
36029	597	382	153	53	3	6
36030	534	373	112	36	6	7
37001	387	300	9	69	7	2
37002	378	302	14	54	5	3
37003	312	229	4	77	1	1
37004	361	263	20	72	3	3
37005	456	347	9	95	1	4
37006	470	348	16	98	5	3
37007	358	267	23	65	2	1
37008	324	254	12	49	7	2
37009	457	343	9	98	5	2
37010	555	423	29	94	3	6
37011	294	226	7	59	2	0
37012	415	335	14	60	3	3
37013	325	243	12	64	3	3
37014	468	335	18	111	4	0
37015	454	345	11	90	5	3
37016	510	396	14	92	4	4
37017	320	232	10	74	3	1
37018	385	288	11	85	0	1
37019	328	238	13	69	7	1
37020	390	291	11	78	7	3
37021	399	305	22	67	3	2
37022	411	299	26	75	7	4
37023	417	320	5	89	2	1
37024	459	365	18	71	3	2
37025	387	269	12	104	1	1
37026	570	433	34	96	3	4
37027	402	289	8	99	3	3
37028	397	302	16	71	4	4
37029	428	287	20	119	1	1
37030	426	306	15	99	5	1
37031	493	358	16	111	7	1
37032	382	282	13	85	1	1
37033	477	368	10	95	1	3
37034	377	293	6	72	2	4
37035	422	327	4	90	0	1
37036	420	318	11	86	4	1
37037	478	350	5	116	5	2
37038	462	342	16	95	6	3
37039	422	312	12	90	7	1
37040	457	339	11	102	3	2
37041	462	351	15	89	5	2
38001	539	388	107	34	4	6
38002	623	212	305	95	2	9
38003	610	348	209	45	6	2
38004	578	302	207	51	10	8
38005	615	361	178	66	7	3
38006	622	328	229	50	9	6
38007	564	273	214	64	5	8
38008	568	318	186	56	4	4
38009	662	345	234	73	7	3
38010	526	317	152	44	6	7
38011	520	332	138	38	4	8
38012	609	246	278	72	3	10
38013	671	348	240	75	4	4
38014	614	388	172	39	5	10
38015	557	368	138	36	7	8
38016	580	332	183	47	8	10
38017	707	310	295	90	6	6
38018	631	379	203	37	6	6
38019	665	404	206	48	4	3
38020	613	278	248	77	4	6
38021	566	367	142	41	7	9
38022	536	360	122	42	6	6
38023	591	389	152	43	3	4
38024	619	317	228	66	1	7
38025	559	338	165	40	6	10
38026	627	364	207	44	5	7
38027	614	324	206	74	7	3
38028	722	361	264	84	6	7
38029	617	351	198	53	8	7
38030	598	300	223	65	2	8
38031	572	400	125	37	6	4
38032	568	369	138	44	9	8
38033	584	366	154	42	12	10
38034	553	388	109	41	9	6
38035	577	417	108	35	8	9
38036	559	353	151	40	8	7
38037	586	388	130	51	10	7
38038	592	331	201	44	8	8
38039	619	427	119	57	5	11
38040	588	393	139	37	9	10
38041	524	406	68	40	7	3
39001	589	353	180	44	6	6
39002	532	327	171	27	5	2
39003	633	486	109	19	11	8
39004	572	338	166	56	5	7
39005	603	437	121	22	15	8
39006	596	451	95	27	12	11
39007	526	401	89	20	11	5
39008	635	463	136	26	5	5
39009	553	394	104	30	12	13
39010	277	234	29	5	8	1
39011	567	393	120	43	6	5
39012	788	629	105	26	21	7
39013	551	397	120	23	6	5
39014	581	417	106	39	7	12
39015	703	381	248	63	6	5
39016	592	429	118	23	13	9
39017	605	419	136	42	5	3
39018	582	416	138	12	5	11
39019	574	404	112	34	12	12
39020	738	400	257	72	4	5
39021	588	328	191	55	10	4
39022	614	457	109	29	10	9
39023	582	324	188	54	7	9
39024	731	403	243	73	5	7
39025	521	402	83	18	8	10
39026	578	326	174	64	9	5
39027	93	55	27	10	0	1
39028	716	569	96	29	17	5
39029	341	274	43	14	4	6
39030	700	566	93	22	10	9
39031	513	403	68	26	9	7
39032	561	324	200	27	3	7
39033	632	466	113	32	16	5
39034	703	524	109	39	21	10
39035	605	446	116	19	17	7
39036	146	112	28	3	2	1
39037	558	357	149	39	7	6
39038	307	223	69	11	2	2
39039	368	252	86	23	5	2
39040	614	371	192	37	5	9
39041	615	376	181	48	6	4
39042	620	326	215	61	10	8
39043	618	355	191	62	3	7
39044	480	268	148	53	7	4
39045	531	317	162	43	5	4
40001	598	437	123	26	8	4
40002	653	490	104	38	10	11
40003	799	672	84	21	16	6
40004	398	309	65	14	7	3
40005	706	564	97	30	9	6
40006	754	639	69	21	19	6
40007	624	537	58	18	6	5
40008	847	740	68	10	14	15
40009	537	409	79	30	16	3
40010	722	572	104	28	7	11
40011	652	549	68	16	13	6
40012	582	498	62	10	7	5
40013	935	819	61	18	30	7
40014	637	456	154	5	14	8
40015	656	498	117	27	7	7
40016	846	739	68	14	16	9
40017	542	417	90	25	5	5
40018	548	432	63	31	16	6
40019	798	607	120	46	16	9
40020	689	539	106	22	13	9
40021	713	629	55	11	11	7
40022	769	663	64	18	16	8
40023	758	655	62	17	18	6
40024	613	436	132	26	8	11
40025	761	652	61	22	15	11
40026	687	587	58	19	18	5
40027	830	669	78	53	22	8
40028	661	564	47	34	8	8
40029	651	486	122	30	10	3
40030	552	396	121	23	9	3
40031	711	623	48	18	13	9
40032	700	612	56	16	10	6
40033	624	565	43	6	8	2
40034	609	427	139	20	19	4
40035	477	354	82	25	7	9
40036	565	463	60	30	9	3
40037	680	567	75	25	7	6
40038	786	647	95	18	17	9
40039	279	204	53	14	3	5
41001	597	255	247	86	4	5
41002	645	269	281	86	4	5
41003	605	332	189	74	2	8
41004	601	323	207	64	7	0
41005	746	391	263	77	7	8
41006	691	370	226	85	6	4
41007	651	313	240	85	7	6
41008	631	302	246	69	6	8
41009	616	331	193	79	6	7
41010	620	328	207	77	4	4
41011	671	301	266	92	5	7
41012	676	321	288	59	1	7
41013	752	341	321	75	4	11
41014	667	391	196	66	7	7
41015	780	423	241	100	10	6
41016	597	308	196	83	5	5
41017	563	302	191	58	3	9
41018	588	312	179	87	3	7
41019	687	394	198	75	11	9
41020	457	239	165	46	3	4
41021	614	321	223	66	2	2
41022	684	325	233	110	7	9
41023	662	256	302	101	1	2
41024	606	270	278	49	4	5
41025	640	340	261	25	6	8
41026	543	282	195	61	2	3
41027	622	272	291	44	10	5
41028	715	409	251	29	10	16
41029	561	286	239	28	3	5
41030	599	324	210	53	5	7
41031	585	343	200	33	7	2
41032	527	253	194	63	7	10
41033	600	298	235	56	4	7
41034	579	279	235	58	3	4
41035	762	377	276	92	7	10
41036	613	296	224	80	7	6
41037	678	349	247	75	5	2
41038	615	310	219	73	7	6
41039	667	334	232	87	9	5
41040	703	302	290	102	3	6
41041	663	310	259	86	2	6
41042	647	298	267	72	5	5
41043	653	345	231	69	3	5
41044	648	278	267	94	3	6
41045	609	318	229	55	3	4
41046	623	318	216	83	3	3
41047	706	355	231	107	9	4
42001	651	445	189	11	2	4
42002	958	719	210	17	7	5
42003	767	593	135	20	6	13
42004	1878	1301	501	46	9	21
42005	648	468	164	3	3	10
42006	681	474	168	32	2	5
42007	893	630	236	16	6	5
42008	635	479	121	24	5	6
42009	973	731	169	35	14	24
42010	1046	752	245	20	13	16
42011	521	339	158	12	3	9
42012	637	434	177	19	5	2
42013	570	386	154	19	5	6
42014	1062	700	311	22	8	21
42015	1104	736	326	24	8	10
42016	773	568	160	20	13	12
42017	1271	825	401	23	7	15
42018	1019	733	252	13	5	16
42019	988	675	282	13	6	12
42020	1005	662	304	19	5	15
42021	940	734	178	10	7	11
42022	441	289	136	9	5	2
42023	876	572	281	12	3	8
42024	734	513	195	13	6	7
42025	917	605	274	22	8	8
42026	1313	908	363	18	4	20
42027	519	374	114	17	8	6
42028	747	543	166	28	1	9
42029	913	618	263	12	6	14
42030	576	403	160	12	1	0
42031	940	659	252	16	5	8
42032	946	623	279	22	7	15
42033	833	646	132	29	9	17
42034	628	425	179	16	1	7
42035	953	703	212	20	9	9
42036	1380	992	341	22	4	21
42037	619	424	173	9	3	10
42038	781	514	230	8	13	16
42039	1433	989	395	24	9	16
42040	1150	821	257	35	18	19
42041	793	611	151	20	7	4
42042	1352	1034	277	15	11	15
43001	390	287	80	19	2	2
43002	792	587	176	16	3	10
43003	729	512	186	15	6	10
43004	957	669	253	9	8	18
43005	695	519	156	8	2	10
43006	572	440	109	12	9	2
43007	491	355	97	29	6	4
43008	564	403	137	15	5	4
43009	735	523	169	32	6	5
43010	912	686	194	16	8	8
43011	702	477	201	11	2	11
43012	478	368	93	5	7	5
43013	703	553	123	11	8	8
43014	722	536	160	12	3	11
43015	768	553	184	12	5	14
43016	1077	800	237	13	8	19
43017	579	399	158	9	8	5
43018	860	627	204	17	5	7
43019	749	556	162	14	8	9
43020	912	697	179	9	10	17
43021	854	633	183	15	11	12
43022	538	411	111	6	5	5
43023	529	385	126	10	3	5
43024	575	412	138	12	3	10
43025	612	476	116	7	3	10
43026	447	343	87	11	2	4
43027	680	504	156	12	3	5
43028	924	678	207	20	8	11
43029	1054	779	233	26	9	7
43030	761	577	158	12	8	6
43031	724	512	155	44	8	5
43032	772	612	133	9	6	12
43033	732	514	200	12	5	1
43034	474	363	94	9	4	4
43035	782	548	203	19	3	9
43036	490	371	105	3	4	7
43037	838	658	144	13	11	12
43038	563	388	158	12	4	1
43039	594	418	143	18	8	7
43040	547	436	89	8	9	5
43041	880	659	186	12	11	12
43042	710	562	116	12	6	14
43043	774	537	214	12	5	6
43044	740	559	159	13	4	5
43045	427	325	87	9	4	2
43046	475	383	76	3	6	7
44001	1146	959	133	19	17	18
44002	821	630	160	15	7	9
44003	423	357	60	4	1	1
44004	633	510	110	4	3	6
44005	768	647	92	11	8	10
44006	1020	824	142	16	17	21
44007	514	383	114	6	7	4
44008	1061	892	130	13	17	9
44009	808	631	149	9	7	12
44010	847	673	144	12	10	8
44011	879	667	167	23	12	10
44012	813	672	122	12	1	6
44013	686	515	138	12	10	11
44014	741	595	125	8	5	8
44015	730	579	116	17	10	8
44016	907	722	152	14	11	8
44017	1002	857	119	12	10	4
44018	880	693	148	21	9	9
44019	928	776	134	8	6	4
44020	943	759	152	5	15	12
44021	905	776	91	12	17	9
44022	730	610	92	15	8	5
44023	730	606	90	11	10	13
44024	554	449	92	8	3	2
44025	811	674	111	9	5	12
44026	942	810	101	17	6	8
44027	908	712	152	17	13	14
44028	814	691	92	14	5	12
44029	933	729	150	23	14	17
44030	945	756	160	10	9	10
44031	696	538	118	22	6	12
44032	909	710	154	27	10	8
44033	803	718	64	6	7	8
44034	807	697	74	16	16	4
44035	896	711	139	21	11	14
44036	872	712	115	17	9	19
44037	855	740	87	13	8	7
44038	992	736	205	22	15	14
44039	836	667	143	5	10	11
44040	791	595	156	16	5	19
44041	1030	854	131	21	13	11
45001	496	415	42	23	8	8
45002	602	499	57	27	12	7
45003	559	440	79	26	10	4
45004	719	529	121	41	18	10
45005	636	486	100	31	9	10
45006	806	638	127	23	11	7
45007	861	647	155	43	12	4
45008	628	472	111	28	9	8
45009	620	447	109	48	11	5
45010	626	427	140	40	11	8
45011	474	340	90	35	3	6
45012	581	401	112	40	23	5
45013	503	359	84	43	13	4
45014	842	618	133	63	21	7
45015	698	537	99	50	5	7
45016	497	344	105	36	8	4
45017	686	451	164	47	9	15
45018	682	438	174	46	14	10
45019	363	239	89	17	11	7
45020	440	286	101	36	9	8
45021	561	345	167	39	6	4
45022	597	392	166	26	3	10
45023	582	337	174	60	6	5
45024	484	274	140	55	10	5
45025	390	222	121	37	4	6
45026	349	186	136	23	3	1
45027	596	337	191	58	5	5
45028	521	321	156	26	11	7
45029	402	239	121	35	2	5
45030	573	427	106	31	4	5
45031	500	344	101	43	7	5
45032	564	395	121	35	7	6
45033	421	311	80	24	1	5
45034	614	413	142	37	13	9
