Precinct	total_votes	votes|Jacob Meister	votes|Dorothy A. Brown	votes|Michelle A. Harris
31019	167	36	90	41
31020	187	56	85	46
31021	206	59	87	60
31022	172	32	91	49
31023	178	50	70	58
31024	222	59	103	60
31025	168	43	81	44
31026	219	54	97	68
31027	175	40	87	48
31028	199	44	98	57
31029	216	54	92	70
31030	158	40	72	46
31031	212	65	88	59
31032	177	51	79	47
31033	170	46	79	45
31034	186	58	68	60
31035	219	55	107	57
31036	200	49	95	56
31037	182	46	76	60
31038	218	49	114	55
31039	217	57	92	68
31040	231	54	125	52
31041	198	44	100	54
32001	310	113	115	82
32002	224	105	62	57
32003	403	168	137	98
32004	257	115	78	64
32005	239	113	73	53
32006	246	125	59	62
32007	222	71	81	70
32008	259	106	70	83
32009	293	99	87	107
32010	206	92	45	69
32011	349	170	100	79
32012	281	120	90	71
32013	234	91	69	74
32014	342	165	99	78
32015	225	95	73	57
32016	287	152	73	62
32017	365	162	107	96
32018	203	103	50	50
32019	268	88	107	73
32020	369	166	122	81
32021	268	129	81	58
32022	442	210	134	98
32023	225	98	62	65
32024	132	54	46	32
32025	246	86	92	68
32026	350	162	93	95
32027	202	89	60	53
32028	352	143	128	81
32029	331	166	96	69
32030	169	75	40	54
32031	254	106	74	74
32032	260	138	61	61
32033	235	94	81	60
32034	248	105	75	68
32035	222	90	69	63
32036	254	107	75	72
32037	223	106	69	48
32038	226	77	78	71
32039	193	96	40	57
32040	273	113	81	79
32041	247	88	85	74
32042	232	89	73	70
32043	313	137	87	89
33001	377	117	162	98
33002	400	133	152	115
33003	456	175	147	134
33004	443	169	152	122
33005	284	100	116	68
33006	362	125	138	99
33007	366	92	145	129
33008	465	213	134	118
33009	354	149	117	88
33010	319	143	98	78
33011	402	115	183	104
33012	385	139	157	89
33013	390	134	150	106
33014	183	63	74	46
33015	442	145	166	131
33016	526	184	200	142
33017	394	117	161	116
33018	433	134	174	125
33019	367	125	145	97
33020	432	151	146	135
33021	389	132	151	106
33022	396	160	128	108
33023	374	142	129	103
33024	446	201	130	115
33025	426	158	149	119
33026	292	115	108	69
33027	336	114	131	91
33028	346	104	140	102
34001	403	16	245	142
34002	295	13	204	78
34003	390	10	249	131
34004	310	12	203	95
34005	303	18	195	90
34006	427	11	265	151
34007	383	23	197	163
34008	315	9	196	110
34009	292	12	216	64
34010	359	19	199	141
34011	313	8	195	110
34012	398	12	226	160
34013	367	11	228	128
34014	308	20	191	97
34015	307	12	219	76
34016	293	8	168	117
34017	446	11	281	154
34018	290	11	199	80
34019	431	10	258	163
34020	420	17	252	151
34021	444	13	254	177
34022	341	12	218	111
34023	277	8	186	83
34024	346	5	232	109
34025	407	11	258	138
34026	387	11	258	118
34027	315	7	223	85
34028	276	7	176	93
34029	287	6	189	92
34030	353	17	204	132
34031	313	13	213	87
34032	352	11	220	121
34033	308	10	197	101
34034	402	17	248	137
34035	395	12	262	121
34036	336	13	209	114
34037	251	9	169	73
34038	212	17	140	55
34039	295	15	176	104
34040	403	5	257	141
34041	268	9	160	99
34042	351	14	227	110
34043	342	10	218	114
34044	377	15	233	129
34045	387	14	246	127
34046	242	16	145	81
34047	347	11	238	98
34048	366	5	211	150
34049	435	16	264	155
34050	307	13	178	116
34051	366	11	239	116
34052	297	13	159	125
34053	276	7	144	125
35001	277	67	133	77
35002	321	126	109	86
35003	328	98	154	76
35004	294	94	107	93
35005	285	83	127	75
35006	283	80	118	85
35007	352	122	150	80
35008	341	133	119	89
35009	306	84	138	84
35010	413	166	123	124
35011	325	94	133	98
35012	234	76	106	52
35013	242	47	129	66
35014	294	84	139	71
35015	361	135	135	91
35016	243	68	109	66
35017	309	100	123	86
35018	274	72	134	68
35019	218	51	102	65
35020	293	59	144	90
35021	301	75	150	76
35022	347	92	155	100
35023	325	84	135	106
35024	300	114	114	72
35025	361	132	122	107
35026	264	95	118	51
35027	294	74	134	86
35028	292	100	122	70
35029	259	67	124	68
35030	327	94	140	93
35031	332	105	126	101
36001	296	76	137	83
36002	280	57	146	77
36003	251	71	120	60
36004	313	76	163	74
36005	304	78	163	63
36006	237	56	121	60
36007	263	119	81	63
36008	244	65	122	57
36009	263	73	128	62
36010	302	89	128	85
36011	219	63	110	46
36012	208	69	101	38
36013	201	59	95	47
36014	241	86	77	78
36015	273	107	90	76
36016	245	76	93	76
36017	288	99	110	79
36018	227	80	80	67
36019	330	91	141	98
36020	238	79	99	60
36021	286	72	135	79
36022	238	68	107	63
36023	260	61	135	64
36024	243	85	87	71
36025	305	88	133	84
36026	199	54	92	53
36027	227	75	91	61
36028	209	67	91	51
36029	296	98	118	80
36030	252	88	91	73
37001	281	23	214	44
37002	211	26	139	46
37003	283	8	197	78
37004	287	19	200	68
37005	371	13	269	89
37006	344	11	243	90
37007	248	22	155	71
37008	254	20	178	56
37009	367	22	258	87
37010	357	35	234	88
37011	259	4	205	50
37012	276	27	185	64
37013	250	11	174	65
37014	335	17	243	75
37015	374	16	253	105
37016	340	19	246	75
37017	322	14	239	69
37018	352	16	252	84
37019	290	18	217	55
37020	294	8	225	61
37021	286	22	191	73
37022	302	24	196	82
37023	366	13	265	88
37024	348	11	250	87
37025	327	13	226	88
37026	428	26	304	98
37027	311	8	254	49
37028	275	17	194	64
37029	347	16	245	86
37030	356	12	269	75
37031	374	13	257	104
37032	309	6	237	66
37033	358	11	276	71
37034	338	12	255	71
37035	310	11	226	73
37036	334	7	257	70
37037	396	17	296	83
37038	398	20	287	91
37039	333	12	242	79
37040	380	13	272	95
37041	334	17	239	78
38001	214	84	81	49
38002	203	94	50	59
38003	241	73	95	73
38004	228	92	69	67
38005	199	70	77	52
38006	216	71	76	69
38007	209	77	78	54
38008	219	68	91	60
38009	245	92	88	65
38010	215	59	90	66
38011	218	102	68	48
38012	183	85	47	51
38013	229	94	74	61
38014	264	94	81	89
38015	243	85	80	78
38016	210	80	68	62
38017	239	89	81	69
38018	206	81	65	60
38019	235	78	75	82
38020	208	88	63	57
38021	205	76	85	44
38022	224	82	81	61
38023	269	106	95	68
38024	220	94	72	54
38025	191	70	70	51
38026	237	87	82	68
38027	232	74	79	79
38028	254	112	75	67
38029	260	84	94	82
38030	204	71	63	70
38031	251	95	86	70
38032	222	79	74	69
38033	236	79	113	44
38034	242	82	92	68
38035	273	103	94	76
38036	232	75	96	61
38037	257	83	104	70
38038	207	78	67	62
38039	293	126	79	88
38040	242	111	76	55
38041	249	88	81	80
39001	242	106	65	71
39002	166	62	46	58
39003	291	104	102	85
39004	220	95	50	75
39005	289	107	86	96
39006	285	102	103	80
39007	254	84	89	81
39008	320	110	115	95
39009	272	76	102	94
39010	157	49	51	57
39011	271	82	103	86
39012	363	109	138	116
39013	212	89	75	48
39014	234	74	88	72
39015	273	106	98	69
39016	222	66	101	55
39017	303	115	110	78
39018	273	93	103	77
39019	261	120	83	58
39020	270	117	78	75
39021	213	87	62	64
39022	200	64	76	60
39023	265	105	69	91
39024	293	115	90	88
39025	234	83	80	71
39026	220	75	81	64
39027	54	27	18	9
39028	358	124	121	113
39029	153	48	65	40
39030	344	107	129	108
39031	274	76	95	103
39032	219	92	65	62
39033	279	93	104	82
39034	300	113	122	65
39035	267	103	91	73
39036	90	26	30	34
39037	263	123	62	78
39038	166	68	43	55
39039	168	65	55	48
39040	196	67	65	64
39041	265	122	65	78
39042	287	150	62	75
39043	240	117	57	66
39044	202	114	44	44
39045	257	121	61	75
40001	236	64	96	76
40002	246	75	102	69
40003	356	115	118	123
40004	167	58	52	57
40005	299	102	79	118
40006	345	123	107	115
40007	314	110	83	121
40008	395	132	147	116
40009	236	49	114	73
40010	313	95	118	100
40011	284	80	66	138
40012	218	84	58	76
40013	462	167	144	151
40014	242	64	105	73
40015	256	76	106	74
40016	379	155	98	126
40017	248	79	85	84
40018	250	69	113	68
40019	376	88	160	128
40020	281	69	121	91
40021	365	105	150	110
40022	299	92	110	97
40023	382	127	130	125
40024	223	72	86	65
40025	379	152	127	100
40026	337	124	120	93
40027	436	131	184	121
40028	387	115	141	131
40029	273	98	69	106
40030	253	100	66	87
40031	347	125	119	103
40032	328	106	113	109
40033	321	114	110	97
40034	237	64	75	98
40035	219	73	90	56
40036	264	76	93	95
40037	317	88	119	110
40038	388	154	115	119
40039	88	16	50	22
41001	216	77	82	57
41002	260	116	69	75
41003	222	80	79	63
41004	262	105	72	85
41005	271	110	78	83
41006	329	180	58	91
41007	255	94	72	89
41008	206	80	63	63
41009	260	132	58	70
41010	267	120	64	83
41011	263	105	75	83
41012	219	82	66	71
41013	235	90	77	68
41014	318	165	64	89
41015	300	123	77	100
41016	210	82	65	63
41017	218	86	58	74
41018	211	93	60	58
41019	300	155	67	78
41020	172	53	65	54
41021	225	80	57	88
41022	245	100	59	86
41023	205	96	62	47
41024	202	75	64	63
41025	161	45	66	50
41026	249	112	62	75
41027	174	52	70	52
41028	241	75	100	66
41029	149	58	52	39
41030	253	103	77	73
41031	251	90	71	90
41032	208	82	64	62
41033	231	106	72	53
41034	188	72	60	56
41035	256	110	68	78
41036	220	101	62	57
41037	262	94	84	84
41038	212	76	83	53
41039	257	107	62	88
41040	229	96	60	73
41041	214	82	61	71
41042	218	82	60	76
41043	242	99	70	73
41044	248	96	74	78
41045	213	86	66	61
41046	269	120	68	81
41047	248	115	61	72
42001	223	106	63	54
42002	209	75	66	68
42003	274	96	96	82
42004	322	103	111	108
42005	155	74	37	44
42006	319	136	84	99
42007	256	100	86	70
42008	238	97	69	72
42009	278	90	100	88
42010	267	84	87	96
42011	146	52	53	41
42012	157	68	43	46
42013	265	120	67	78
42014	190	68	66	56
42015	138	49	35	54
42016	225	81	71	73
42017	223	96	73	54
42018	212	62	79	71
42019	235	90	73	72
42020	168	64	50	54
42021	182	74	52	56
42022	118	59	22	37
42023	168	77	36	55
42024	214	82	73	59
42025	218	90	65	63
42026	235	87	63	85
42027	215	76	67	72
42028	307	103	96	108
42029	201	65	65	71
42030	184	77	41	66
42031	232	98	67	67
42032	170	60	62	48
42033	286	100	91	95
42034	164	81	34	49
42035	339	133	105	101
42036	270	99	79	92
42037	134	43	41	50
42038	176	68	53	55
42039	196	68	66	62
42040	243	72	94	77
42041	210	62	76	72
42042	290	101	96	93
43001	151	48	56	47
43002	206	88	56	62
43003	229	109	62	58
43004	228	102	66	60
43005	186	84	40	62
43006	133	59	31	43
43007	183	64	66	53
43008	186	75	61	50
43009	275	105	84	86
43010	243	131	50	62
43011	165	64	50	51
43012	136	58	31	47
43013	253	98	78	77
43014	221	117	49	55
43015	215	92	54	69
43016	222	77	61	84
43017	161	74	33	54
43018	227	81	60	86
43019	255	114	57	84
43020	271	111	68	92
43021	229	102	50	77
43022	137	46	40	51
43023	145	50	42	53
43024	164	63	52	49
43025	209	93	49	67
43026	168	84	37	47
43027	213	82	55	76
43028	276	117	73	86
43029	192	74	54	64
43030	310	106	110	94
43031	265	84	106	75
43032	250	97	72	81
43033	236	119	36	81
43034	178	83	47	48
43035	240	121	52	67
43036	121	40	35	46
43037	285	111	78	96
43038	163	94	23	46
43039	274	89	89	96
43040	176	50	61	65
43041	336	156	87	93
43042	190	73	52	65
43043	237	130	41	66
43044	207	97	59	51
43045	161	74	49	38
43046	107	47	31	29
44001	448	188	124	136
44002	259	98	81	80
44003	206	124	35	47
44004	249	111	65	73
44005	296	103	104	89
44006	342	132	96	114
44007	211	105	49	57
44008	313	116	107	90
44009	175	67	56	52
44010	237	94	75	68
44011	245	87	92	66
44012	285	127	78	80
44013	167	66	43	58
44014	211	92	57	62
44015	278	118	89	71
44016	283	104	87	92
44017	393	157	117	119
44018	244	96	78	70
44019	358	130	119	109
44020	257	101	81	75
44021	317	130	92	95
44022	323	149	87	87
44023	233	82	73	78
44024	209	96	48	65
44025	237	76	84	77
44026	320	111	112	97
44027	279	107	75	97
44028	340	101	130	109
44029	242	85	80	77
44030	271	107	81	83
44031	262	99	83	80
44032	290	111	86	93
44033	324	115	120	89
44034	289	121	97	71
44035	342	155	96	91
44036	274	103	91	80
44037	328	145	91	92
44038	221	88	68	65
44039	222	95	73	54
44040	253	98	77	78
44041	337	115	121	101
45001	245	83	89	73
45002	283	87	102	94
45003	277	116	99	62
45004	342	125	111	106
45005	282	96	86	100
45006	322	117	108	97
45007	368	127	123	118
45008	272	93	102	77
45009	306	90	129	87
45010	314	115	103	96
45011	243	80	90	73
45012	266	78	103	85
45013	260	109	80	71
45014	368	102	147	119
45015	369	132	118	119
45016	244	91	84	69
45017	265	89	96	80
45018	266	76	100	90
45019	136	38	66	32
45020	171	45	66	60
45021	220	74	85	61
45022	234	79	83	72
45023	227	82	77	68
45024	197	61	67	69
45025	151	56	41	54
45026	131	43	59	29
45027	230	72	73	85
45028	192	64	68	60
45029	140	50	56	34
45030	242	86	88	68
45031	208	71	64	73
45032	199	52	84	63
45033	181	59	63	59
45034	284	110	101	73
45035	269	105	85	79
45036	268	102	70	96
45037	231	83	80	68
45038	210	72	78	60
45039	230	88	79	63
45040	248	83	82	83
45041	217	67	89	61
45042	243	87	74	82
45043	216	91	48	77
45044	207	78	57	72
45045	137	49	52	36
45046	162	54	52	56
45047	166	68	56	42
45048	137	61	35	41
46001	234	73	101	60
46002	294	77	127	90
46003	386	165	107	114
46004	303	98	116	89
46005	308	126	104	78
46006	281	67	130	84
46007	356	142	108	106
46008	265	61	143	61
46009	339	104	122	113
46010	401	169	121	111
46011	280	84	125	71
46012	325	112	104	109
46013	311	122	113	76
46014	365	59	216	90
46015	291	106	106	79
46016	350	123	117	110
46017	342	127	120	95
46018	304	106	106	92
46019	201	72	65	64
46020	311	64	169	78
46021	216	61	84	71
46022	222	64	98	60
46023	291	68	135	88
46024	316	117	95	104
46025	305	75	144	86
46026	328	86	149	93
46027	341	107	128	106
46028	329	156	94	79
46029	239	101	72	66
46030	332	99	135	98
46031	288	124	96	68
46032	348	83	171	94
46033	351	174	88	89
46034	321	99	120	102
46035	396	109	177	110
46036	267	111	86	70
46037	213	59	83	71
46038	284	80	136	68
46039	293	122	93	78
46040	281	122	73	86
47001	173	68	43	62
47002	317	126	66	125
47003	335	121	97	117
47004	306	113	63	130
47005	363	123	115	125
47006	317	121	90	106
47007	296	110	82	104
47008	303	127	87	89
47009	224	92	63	69
47010	405	124	148	133
47011	270	116	79	75
47012	315	121	89	105
47013	332	106	111	115
47014	248	94	53	101
47015	454	141	148	165
47016	339	121	94	124
47017	318	127	93	98
47018	311	108	98	105
47019	427	162	121	144
47020	312	118	87	107
47021	303	115	80	108
47022	372	131	103	138
47023	395	127	135	133
47024	286	108	79	99
47025	351	139	100	112
47026	409	139	121	149
47027	263	99	56	108
47028	343	131	83	129
47029	318	100	97	121
47030	402	122	134	146
47031	320	112	88	120
47032	413	145	125	143
47033	266	107	73	86
47034	375	136	118	121
47035	281	115	75	91
47036	393	141	111	141
47037	343	142	93	108
47038	310	109	86	115
47039	321	125	77	119
47040	316	127	76	113
47041	347	148	89	110
47042	314	103	88	123
47043	264	93	75	96
47044	248	88	87	73
47045	330	105	91	134
47046	293	120	72	101
47047	338	129	90	119
47048	39	8	15	16
48001	284	96	116	72
48002	149	88	29	32
48003	411	117	165	129
48004	326	122	116	88
48005	179	91	38	50
48006	401	137	146	118
48007	339	143	117	79
48008	155	62	44	49
48009	215	73	91	51
48010	472	192	144	136
48011	284	122	76	86
48012	405	124	156	125
48013	398	129	144	125
48014	168	73	50	45
48015	209	73	87	49
48016	309	86	134	89
48017	329	113	114	102
48018	265	56	132	77
48019	227	95	68	64
48020	398	145	128	125
48021	404	104	186	114
48022	286	119	90	77
48023	339	134	110	95
48024	320	117	103	100
48025	323	137	94	92
48026	174	62	75	37
48027	422	107	187	128
48028	332	85	133	114
48029	171	42	61	68
48030	306	114	99	93
48031	457	102	206	149
48032	345	95	157	93
48033	189	91	52	46
48034	279	109	98	72
48035	228	49	98	81
48036	216	88	72	56
48037	335	119	125	91
48038	359	165	89	105
48039	256	79	97	80
48040	315	132	97	86
48041	419	100	173	146
48042	402	138	131	133
48043	361	104	138	119
48044	414	155	129	130
48045	281	103	94	84
48046	231	61	87	83
49001	283	36	193	54
49002	229	90	78	61
49003	382	119	152	111
49004	441	144	172	125
49005	355	85	173	97
49006	325	85	147	93
49007	342	84	171	87
49008	283	84	128	71
49009	348	113	143	92
49010	354	110	160	84
49011	433	132	189	112
49012	484	166	177	141
49013	413	119	185	109
49014	296	65	139	92
49015	277	66	136	75
49016	354	104	157	93
49017	220	72	88	60
49018	466	161	184	121
49019	334	62	182	90
49020	532	209	196	127
49021	223	45	120	58
49022	372	110	166	96
49023	452	134	178	140
49024	308	51	170	87
49025	494	146	197	151
49026	370	110	158	102
49027	410	96	210	104
49028	468	117	229	122
49029	444	142	175	127
49030	376	92	172	112
49031	307	72	165	70
49032	407	96	211	100
49033	332	74	162	96
50001	172	70	53	49
50002	132	46	57	29
50003	188	83	57	48
50004	246	103	86	57
50005	111	48	41	22
50006	272	90	118	64
50007	333	136	109	88
50008	248	66	123	59
50009	207	75	77	55
50010	187	82	57	48
50011	82	28	30	24
50012	101	45	30	26
50013	310	60	151	99
50014	66	31	20	15
50015	318	125	103	90
50016	71	32	20	19
50017	193	77	70	46
50018	26	9	7	10
50019	168	57	73	38
50020	270	110	93	67
50021	206	70	87	49
50022	158	59	55	44
50023	136	41	56	39
50024	139	70	38	31
50025	145	57	49	39
50026	233	67	109	57
50027	67	23	27	17
50028	274	63	142	69
50029	217	71	102	44
50030	196	57	78	61
50031	312	74	149	89
50032	281	54	151	76
50033	113	52	37	24
50034	304	133	91	80
50035	330	108	132	90
50036	250	102	90	58
50037	274	87	101	86
50038	122	57	38	27
50039	149	51	62	36
50040	139	68	40	31
